date,close,volume,return,volatility,total_edits,unique_editors,revert_count,anon_edits,controversy_total,positive_total,controversy_index,revert_rate,attention_index,attention_lag1,attention_lag7,controversy_lag1,edits_lag1
2019-02-21,3937.31,31103.884728,-0.0081693007602512,0.0232183504476678,3.0,1.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,3.0,9.0,1.0,0.0,3.0
2019-02-22,3962.0,23943.16375,0.0062707787804363,0.023028932035392,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,16.0,0.3333333333333333,3.0
2019-02-23,4117.76,33657.942883,0.0393134780413932,0.0243721686855992,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,2.0
2019-02-24,3743.56,62224.18689,-0.0908746502953062,0.0483467734429964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-02-25,3827.92,38102.966245,0.0225346995907638,0.0421335219186745,3.0,3.0,0.0,0.0,0.0,1.0,-0.3333333333333333,0.0,9.0,1.0,1.0,0.0,1.0
2019-02-26,3809.23,28838.748036,-0.0048825471796694,0.0421028424778974,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,-0.3333333333333333,3.0
2019-02-27,3818.07,31500.995466,0.0023206789823666,0.0414058239766992,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0
2019-02-28,3813.69,32561.961044,-0.0011471764530247,0.0413951953318302,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0
2019-03-01,3823.0,23174.57217,0.0024412052369227,0.0412653166404784,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,4.0,0.0,1.0
2019-03-02,3819.93,19445.838355,-0.000803034266283,0.0367308211453245,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,-1.0,1.0
2019-03-03,3807.75,16718.16541,-0.0031885401041379,0.0092420326911221,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2019-03-04,3715.3,34742.84166,-0.0242794301096447,0.0092389902997194,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,9.0,0.0,2.0
2019-03-05,3857.73,32962.536162,0.0383360697655639,0.0185107353076297,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,1.0,0.0,2.0
2019-03-06,3861.84,24775.11883,0.0010653933790079,0.0185126741627803,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-07,3873.64,26455.257661,0.0030555382926271,0.0184702131721671,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,0.0,1.0
2019-03-08,3864.89,34730.366592,-0.0022588573021756,0.0185526640365533,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-03-09,3943.04,30979.747653,0.0202204978666922,0.0197427093104533,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-10,3916.82,23187.561412,-0.006649691608505,0.0200148803076762,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2019-03-11,3871.61,38066.885705,-0.0115425268457575,0.0174012476115273,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019-03-12,3882.73,26921.008622,0.0028721901224555,0.0100300133375249,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,3866.0,24461.008757,-0.0043088239460379,0.0102249343829863,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-14,3877.12,27048.74853,0.0028763579927573,0.0102168105579166,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,0.0,0.0,1.0
2019-03-15,3923.76,21740.061498,0.0120295477055134,0.0110438909698321,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0
2019-03-16,4005.98,28568.376124,0.0209543906864844,0.0112449736593777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2019-03-17,3981.14,18814.255577,-0.0062007299087863,0.01118642308413,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2019-03-18,3987.81,22454.47801,0.0016753995086835,0.0094201904667851,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0
2019-03-19,4015.53,19893.741815,0.0069511837324245,0.0094453534404369,3.0,2.0,0.0,2.0,0.0,1.0,-0.3333333333333333,0.0,6.0,1.0,0.0,2.0,1.0
2019-03-20,4043.04,23432.300255,0.0068509013754098,0.0085394113687648,0.0,0.0,0.0,,,,0.0,0.0,0.0,6.0,1.0,-0.3333333333333333,3.0
2019-03-21,3980.64,35997.682119,-0.0154339309034785,0.0119422346559406,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-03-22,3986.93,20022.606318,0.0015801479159129,0.011386999476064,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-03-23,4006.01,17302.604318,0.0047856370691234,0.0081660783710823,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-24,3992.18,17179.850648,-0.003452312899868,0.0078775578116473,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,1.0,-1.0,1.0
2019-03-25,3936.12,33192.890217,-0.0140424529956063,0.0095280769044452,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-03-26,3948.55,29349.537627,0.0031579321768646,0.0090413267205797,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,6.0,-1.0,1.0
2019-03-27,4038.05,32364.555852,0.0226665484798216,0.0128865654954828,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-28,4027.81,20089.293875,-0.0025358774656084,0.0111322461447966,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-29,4103.25,30084.217444,0.0187297811962332,0.0128470014878576,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-30,4106.97,19509.292601,0.0009065984280753,0.0129004268131952,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-03-31,4103.95,13525.087433,-0.0007353352958507,0.0126908944212981,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-01,4144.56,25507.067641,0.009895344728859,0.0099390755069299,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2019-04-02,4857.29,105383.639263,0.1719675912521472,0.0626797487788772,7.0,2.0,0.0,0.0,0.0,6.0,-0.8571428571428571,0.0,14.0,1.0,0.0,0.0,1.0
2019-04-03,4932.6,109890.125743,0.0155045303039349,0.06290708811681,0.0,0.0,0.0,,,,0.0,0.0,0.0,14.0,0.0,-0.8571428571428571,7.0
2019-04-04,4898.66,61054.254168,-0.0068807525442972,0.0633079165843582,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-05,5004.95,39768.552806,0.0216977704106837,0.0632304301137226,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
2019-04-06,5043.89,41770.842313,0.0077802975054697,0.0627487539796537,2.0,1.0,1.0,0.0,1.0,0.0,0.5,0.5,2.0,4.0,0.0,0.0,2.0
2019-04-07,5170.27,37615.486804,0.025056057923547,0.061293255447291,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.5,2.0
2019-04-08,5236.9,50178.430782,0.0128871412904933,0.0610991233951728,2.0,2.0,1.0,0.0,1.0,2.0,-0.5,0.5,4.0,4.0,1.0,0.0,2.0
2019-04-09,5150.0,34067.012311,-0.0165937864003512,0.0151843008196391,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,14.0,-0.5,2.0
2019-04-10,5308.25,40073.620471,0.0307281553398057,0.0172988872742644,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
2019-04-11,5017.37,54696.600686,-0.0547977205293647,0.0301255441215025,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,6.0,0.0,0.0,3.0
2019-04-12,5048.01,33276.678614,0.0061067850288099,0.0291440657828642,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,4.0,4.0,0.0,2.0
2019-04-13,5045.22,17292.456802,-0.0005526930414163,0.029019243267619,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,2.0,-1.0,1.0
2019-04-14,5131.3,18281.607739,0.0170616940391101,0.0280277757392718,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019-04-15,5024.95,29057.191581,-0.0207257420146942,0.028183483570667,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019-04-16,5173.72,24242.229493,0.0296062647389527,0.0304792749073811,5.0,2.0,0.0,0.0,1.0,2.0,-0.2,0.0,10.0,0.0,0.0,0.0,0.0
2019-04-17,5202.82,23307.536134,0.0056245796061633,0.0277626080467146,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,6.0,-0.2,5.0
2019-04-18,5258.44,22619.239001,0.0106903563836535,0.0155678477548059,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,4.0,0.0,2.0
2019-04-19,5258.68,24611.236323,4.564091251402225e-05,0.015781876401464,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-04-20,5291.73,19168.908274,0.0062848471479532,0.0155207304200149,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-21,5256.14,25549.570939,-0.0067255887961024,0.0155396077113419,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-22,5357.14,29563.852309,0.0192156221105221,0.0120943597250708,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-23,5493.31,41262.103917,0.0254184135564872,0.0109709157815995,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,10.0,0.0,0.0
2019-04-24,5415.0,48224.152413,-0.014255521716415,0.014031143493993,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2019-04-25,5219.9,49636.089948,-0.0360295475530932,0.020801429277406,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-26,5314.1,48912.294513,0.018046322726489,0.0220101143526785,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-27,5295.69,15422.896935,-0.0034643683784649,0.0219806522872255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-04-28,5307.52,14371.433869,0.002233892089605,0.0217621168748203,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
2019-04-29,5238.14,19918.135079,-0.0130720185698782,0.020805625750721,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,0.0,0.0,2.0
2019-04-30,5320.81,22238.06823,0.015782319678359,0.0188361824425787,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-01,5383.2,17217.473216,0.0117256583114224,0.0191266809982091,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-02,5492.87,22795.787835,0.020372640808441,0.0124795199759352,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-03,5772.69,46297.172849,0.0509424035158305,0.0206723812225516,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-04,5829.45,39682.408991,0.0098325044303435,0.0195891116135319,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
2019-05-05,5775.62,23822.543775,-0.0092341473037764,0.0211518233084821,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,2.0,0.0,2.0
2019-05-06,5747.79,25256.596325,-0.0048185303049715,0.019678173454569,2.0,2.0,1.0,0.0,1.0,2.0,-0.5,0.5,4.0,0.0,0.0,0.0,0.0
2019-05-07,5846.34,39905.064422,0.0171457203551277,0.0197110786997516,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,-0.5,2.0
2019-05-08,5987.29,23074.186907,0.024109100736529,0.0200560448142532,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,2.0
2019-05-09,6209.18,27453.011436,0.0370601724653392,0.0216621894021284,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-10,6373.33,36623.61079,0.0264366631342625,0.0168767435367337,4.0,3.0,2.0,2.0,2.0,0.0,0.5,0.5,12.0,0.0,0.0,0.0,0.0
2019-05-11,7076.22,74022.424393,0.1102861455471473,0.0396828729368134,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.5,4.0
2019-05-12,6967.31,86948.975339,-0.0153909855826981,0.040718817129915,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,0.0,0.0,1.0
2019-05-13,7790.71,85804.735333,0.1181804742432874,0.0498054895147938,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019-05-14,7947.56,76583.722603,0.0201329532224918,0.0495350750520814,16.0,6.0,2.0,5.0,2.0,2.0,0.0,0.125,96.0,0.0,4.0,0.0,0.0
2019-05-15,8169.87,37884.327211,0.0279721071624496,0.0492735764382332,20.0,3.0,0.0,0.0,7.0,9.0,-0.1,0.0,60.0,96.0,0.0,0.0,16.0
2019-05-16,7866.59,69630.513996,-0.0371217657074102,0.0586901924157844,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0,0.0,-0.1,20.0
2019-05-17,7355.26,88752.008159,-0.0650002097478068,0.070170184459663,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,12.0,0.0,2.0
2019-05-18,7257.45,37054.944779,-0.0132979663533309,0.0591486713411491,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0
2019-05-19,8148.48,65577.442058,0.1227745282433911,0.0726872321356666,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,2.0
2019-05-20,7938.15,65859.208564,-0.025812176013195,0.0613486606244927,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2019-05-21,7904.87,52301.752247,-0.0041924125898351,0.0609859418004936,0.0,0.0,0.0,,,,0.0,0.0,0.0,1.0,96.0,0.0,1.0
2019-05-22,7628.43,49136.994589,-0.0349708470854042,0.0609452889281543,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,60.0,0.0,0.0
2019-05-23,7851.51,49648.184701,0.0292432387791459,0.0608639151205954,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,4.0,0.0,0.0
2019-05-24,7964.87,46664.785325,0.0144379870878339,0.0534009562384308,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-05-25,8025.41,28414.328817,0.007600877352675,0.0522844307332076,4.0,2.0,0.0,0.0,0.0,1.0,-0.25,0.0,8.0,0.0,4.0,0.0,0.0
2019-05-26,8614.43,49652.144567,0.0733943810970405,0.0362991329035007,0.0,0.0,0.0,,,,0.0,0.0,0.0,8.0,0.0,-0.25,4.0
2019-05-27,8756.32,51886.768793,0.0164712000677931,0.0330003435815193,2.0,2.0,0.0,0.0,0.0,2.0,-1.0,0.0,4.0,0.0,1.0,0.0,0.0
2019-05-28,8715.64,31470.551534,-0.0046457872713652,0.0330437193401216,2.0,2.0,0.0,0.0,0.0,2.0,-1.0,0.0,4.0,4.0,0.0,-1.0,2.0
2019-05-29,8645.68,33880.865922,-0.0080269492544435,0.027408859603666,7.0,3.0,0.0,0.0,0.0,4.0,-0.5714285714285714,0.0,21.0,4.0,0.0,-1.0,2.0
2019-05-30,8269.54,70379.998521,-0.0435061209760249,0.0352596134999274,5.0,3.0,0.0,0.0,0.0,1.0,-0.2,0.0,15.0,21.0,0.0,-0.5714285714285714,7.0
2019-05-31,8555.0,44727.49162,0.0345194533190478,0.0366634261906473,6.0,3.0,0.0,0.0,2.0,1.0,0.16666666666666666,0.0,18.0,15.0,0.0,-0.2,5.0
2019-06-01,8544.07,31868.234157,-0.0012776154295733,0.0369462209967691,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,8.0,0.16666666666666666,6.0
2019-06-02,8725.98,27835.133265,0.0212907899865053,0.0253811735928284,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
2019-06-03,8115.82,45692.965104,-0.0699245242368192,0.036016181684173,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,4.0,0.0,1.0
2019-06-04,7687.03,74143.948941,-0.0528338479660711,0.039233722319402,3.0,3.0,1.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,9.0,1.0,4.0,-1.0,1.0
2019-06-05,7776.5,48679.656455,0.0116390855766141,0.0406702279424575,2.0,1.0,0.0,0.0,0.0,1.0,-0.5,0.0,2.0,9.0,21.0,0.3333333333333333,3.0
2019-06-06,7786.7,36624.118747,0.0013116440558091,0.0387902278917511,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.5,4.0,2.0,15.0,-0.5,2.0
2019-06-07,7980.53,33942.225658,0.0248924448097396,0.0371726914123531,0.0,0.0,0.0,,,,0.0,0.0,0.0,4.0,18.0,0.0,2.0
2019-06-08,7893.62,22657.329634,-0.0108902541560522,0.0370053318427747,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2019-06-09,7628.13,31568.465157,-0.0336334913512431,0.034866399907414,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
2019-06-10,7982.75,36756.078468,0.0464884578527109,0.0339975115060329,0.0,0.0,0.0,,,,0.0,0.0,0.0,2.0,1.0,0.0,2.0
2019-06-11,7884.9,30334.999427,-0.0122576806238452,0.0264878236310927,4.0,4.0,1.0,1.0,0.0,1.0,-0.25,0.25,16.0,0.0,9.0,0.0,0.0
2019-06-12,8127.64,41597.082622,0.0307854253065986,0.0283396772081029,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,2.0,-0.25,4.0
